ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
33879.387619, 30799.18, 0.0, 0.528952380952, 1503.25095238,0.942857142857,6.0, 0.0, 24.2933333333, 0.02, 0.0, 6.58333333333, 0.0, 0.0, 63.1066666667
34422.0895238, 29100.157619, 2192.3847619, 0.521428571429, 1527.33238095,0.923333333333,6.30333333333, 0.0, 25.0466666667, 0.02, 0.0, 5.96333333333, 0.0, 0.0, 62.6666666667
46766.517619, 38726.8842857, 3787.85142857, 0.381857142857, 2075.03,0.64619047619,8.75, 0.0, 33.9, 0.0233333333333, 0.0, 12.45, 0.0, 0.0, 44.8733333333
57711.7104762, 47489.4161905, 4975.50809524, 0.308428571429, 2560.64190476,0.519047619048,10.8233333333, 0.0, 41.42, 0.02, 0.0, 19.3533333333, 0.0, 0.0, 28.38
68297.1542857, 50104.6785714, 11983.3852381, 0.260047619048, 3030.29142857,0.44,12.2666666667, 0.0, 46.36, 0.0166666666667, 0.0, 26.8166666667, 0.0, 0.0, 14.5433333333
78128.5871429, 48254.082381, 22771.6357143, 0.226761904762, 3466.51619048,0.371904761905,12.98, 0.0, 49.8233333333, 0.0, 0.00666666666667, 33.8133333333, 0.0, 0.0, 3.38
77270.7071429, 45551.66, 24694.1633333, 0.229285714286, 3428.44666667,0.482857142857,13.4033333333, 0.0, 52.0533333333, 0.0, 0.0, 30.7366666667, 0.0, 0.0, 3.81
76016.9933333, 45235.1609524, 23870.9366667, 0.233047619048, 3372.81666667,2.11904761905,12.9466666667, 0.0, 49.7566666667, 0.0, 0.00333333333333, 33.3266666667, 0.0, 0.0, 3.96666666667
74669.527619, 41754.5752381, 26126.5371429, 0.237523809524, 3313.02714286,1.60952380952,13.7, 0.0, 51.39, 0.0, 0.01, 30.7866666667, 0.0, 0.0, 4.11
72769.4371429, 42870.6509524, 23283.1066667, 0.243619047619, 3228.71809524,1.12904761905,13.2666666667, 0.0, 50.03, 0.00333333333333, 0.0166666666667, 31.87, 0.0, 0.0, 4.82
