usr, nice, sys, iowait, irq, soft, steal, guest, idle
6.0, 0.0, 24.2933333333, 0.02, 0.0, 6.58333333333, 0.0, 0.0, 63.1066666667
6.30333333333, 0.0, 25.0466666667, 0.02, 0.0, 5.96333333333, 0.0, 0.0, 62.6666666667
8.75, 0.0, 33.9, 0.0233333333333, 0.0, 12.45, 0.0, 0.0, 44.8733333333
10.8233333333, 0.0, 41.42, 0.02, 0.0, 19.3533333333, 0.0, 0.0, 28.38
12.2666666667, 0.0, 46.36, 0.0166666666667, 0.0, 26.8166666667, 0.0, 0.0, 14.5433333333
12.98, 0.0, 49.8233333333, 0.0, 0.00666666666667, 33.8133333333, 0.0, 0.0, 3.38
13.4033333333, 0.0, 52.0533333333, 0.0, 0.0, 30.7366666667, 0.0, 0.0, 3.81
12.9466666667, 0.0, 49.7566666667, 0.0, 0.00333333333333, 33.3266666667, 0.0, 0.0, 3.96666666667
13.7, 0.0, 51.39, 0.0, 0.01, 30.7866666667, 0.0, 0.0, 4.11
13.2666666667, 0.0, 50.03, 0.00333333333333, 0.0166666666667, 31.87, 0.0, 0.0, 4.82
